"Name::label","X1 Relative Compactness::number","X2 Surface Area::number","X3 Wall Area::number","X4 Roof Area::number","X5 Overall Height::number","X6 Orientation::number","X7 Glazing Area::number","X8 Glazing Area Distribution::number","y1 Heating Load::number","y2 Cooling Load::number"
"Row  700","0.74","686","245","220.5","3.5","5","0.4","4","14.44","17.32"
"Row  701","0.71","710.5","269.5","220.5","3.5","2","0.4","4","14.6","16.85"
"Row  702","0.71","710.5","269.5","220.5","3.5","3","0.4","4","14.7","17.2"
"Row  703","0.71","710.5","269.5","220.5","3.5","4","0.4","4","14.47","17.23"
"Row  704","0.71","710.5","269.5","220.5","3.5","5","0.4","4","14.66","17.74"
"Row  705","0.69","735","294","220.5","3.5","2","0.4","4","14.54","16.81"
"Row  706","0.69","735","294","220.5","3.5","3","0.4","4","14.62","16.88"
"Row  707","0.69","735","294","220.5","3.5","4","0.4","4","14.53","16.9"
"Row  708","0.69","735","294","220.5","3.5","5","0.4","4","14.71","17.39"
"Row  709","0.66","759.5","318.5","220.5","3.5","2","0.4","4","15.34","17.86"
"Row  710","0.66","759.5","318.5","220.5","3.5","3","0.4","4","15.29","17.82"
"Row  711","0.66","759.5","318.5","220.5","3.5","4","0.4","4","15.09","18.36"
"Row  712","0.66","759.5","318.5","220.5","3.5","5","0.4","4","15.3","18.24"
"Row  713","0.64","784","343","220.5","3.5","2","0.4","4","19.06","21.68"
"Row  714","0.64","784","343","220.5","3.5","3","0.4","4","19.13","21.54"
"Row  715","0.64","784","343","220.5","3.5","4","0.4","4","19","22.25"
"Row  716","0.64","784","343","220.5","3.5","5","0.4","4","18.84","22.49"
"Row  717","0.62","808.5","367.5","220.5","3.5","2","0.4","4","16.44","17.1"
"Row  718","0.62","808.5","367.5","220.5","3.5","3","0.4","4","16.9","16.79"
"Row  719","0.62","808.5","367.5","220.5","3.5","4","0.4","4","16.94","16.58"
"Row  720","0.62","808.5","367.5","220.5","3.5","5","0.4","4","16.77","16.79"
"Row  721","0.98","514.5","294","110.25","7","2","0.4","5","32.84","32.88"
"Row  722","0.98","514.5","294","110.25","7","3","0.4","5","32.72","33.23"
"Row  723","0.98","514.5","294","110.25","7","4","0.4","5","32.21","33.76"
"Row  724","0.98","514.5","294","110.25","7","5","0.4","5","32.73","34.01"
"Row  725","0.9","563.5","318.5","122.5","7","2","0.4","5","35.67","33.94"
"Row  726","0.9","563.5","318.5","122.5","7","3","0.4","5","35.01","33.14"
"Row  727","0.9","563.5","318.5","122.5","7","4","0.4","5","34.72","38.79"
"Row  728","0.9","563.5","318.5","122.5","7","5","0.4","5","35.24","37.27"
"Row  729","0.86","588","294","147","7","2","0.4","5","32.31","29.69"
"Row  730","0.86","588","294","147","7","3","0.4","5","31.81","31.2"
"Row  731","0.86","588","294","147","7","4","0.4","5","31.12","36.26"
"Row  732","0.86","588","294","147","7","5","0.4","5","32.06","35.71"
"Row  733","0.82","612.5","318.5","147","7","2","0.4","5","30","29.93"
"Row  734","0.82","612.5","318.5","147","7","3","0.4","5","29.5","29.56"
"Row  735","0.82","612.5","318.5","147","7","4","0.4","5","29.06","33.84"
"Row  736","0.82","612.5","318.5","147","7","5","0.4","5","29.92","32.54"
"Row  737","0.79","637","343","147","7","2","0.4","5","42.11","38.56"
"Row  738","0.79","637","343","147","7","3","0.4","5","41.96","37.7"
"Row  739","0.79","637","343","147","7","4","0.4","5","41.09","47.01"
"Row  740","0.79","637","343","147","7","5","0.4","5","40.79","44.87"
"Row  741","0.76","661.5","416.5","122.5","7","2","0.4","5","38.82","39.37"
"Row  742","0.76","661.5","416.5","122.5","7","3","0.4","5","39.72","39.8"
"Row  743","0.76","661.5","416.5","122.5","7","4","0.4","5","39.31","37.79"
"Row  744","0.76","661.5","416.5","122.5","7","5","0.4","5","39.86","38.18"
"Row  745","0.74","686","245","220.5","3.5","2","0.4","5","14.41","16.69"
"Row  746","0.74","686","245","220.5","3.5","3","0.4","5","14.19","16.62"
"Row  747","0.74","686","245","220.5","3.5","4","0.4","5","14.17","16.94"
"Row  748","0.74","686","245","220.5","3.5","5","0.4","5","14.39","16.7"
"Row  749","0.71","710.5","269.5","220.5","3.5","2","0.4","5","12.43","15.59"
"Row  750","0.71","710.5","269.5","220.5","3.5","3","0.4","5","12.63","14.58"
"Row  751","0.71","710.5","269.5","220.5","3.5","4","0.4","5","12.76","15.33"
"Row  752","0.71","710.5","269.5","220.5","3.5","5","0.4","5","12.42","15.31"
"Row  753","0.69","735","294","220.5","3.5","2","0.4","5","14.12","16.63"
"Row  754","0.69","735","294","220.5","3.5","3","0.4","5","14.28","15.87"
"Row  755","0.69","735","294","220.5","3.5","4","0.4","5","14.37","16.54"
"Row  756","0.69","735","294","220.5","3.5","5","0.4","5","14.21","16.74"
"Row  757","0.66","759.5","318.5","220.5","3.5","2","0.4","5","14.96","17.64"
"Row  758","0.66","759.5","318.5","220.5","3.5","3","0.4","5","14.92","17.79"
"Row  759","0.66","759.5","318.5","220.5","3.5","4","0.4","5","14.92","17.55"
"Row  760","0.66","759.5","318.5","220.5","3.5","5","0.4","5","15.16","18.06"
"Row  761","0.64","784","343","220.5","3.5","2","0.4","5","17.69","20.82"
"Row  762","0.64","784","343","220.5","3.5","3","0.4","5","18.19","20.21"
"Row  763","0.64","784","343","220.5","3.5","4","0.4","5","18.16","20.71"
"Row  764","0.64","784","343","220.5","3.5","5","0.4","5","17.88","21.4"
"Row  765","0.62","808.5","367.5","220.5","3.5","2","0.4","5","16.54","16.88"
"Row  766","0.62","808.5","367.5","220.5","3.5","3","0.4","5","16.44","17.11"
"Row  767","0.62","808.5","367.5","220.5","3.5","4","0.4","5","16.48","16.61"
"Row  768","0.62","808.5","367.5","220.5","3.5","5","0.4","5","16.64","16.03"
